assessor_id,prompt_slug,prompt,category,audio_clip,descriptor,model,is_hidden_ref,score,time_spent_ms
0,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,ICL,False,20.0,0
0,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,Tonmeister_1,False,60.0,0
0,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,FX,False,20.0,0
0,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,HiddenRef,True,20.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,NoAudio,False,20.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,HiddenRef,True,40.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,Voice+FX,False,2.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,FX,False,2.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,Tonmeister_1,False,20.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,ICL,False,40.0,0
0,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,Voice,False,2.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,HiddenRef,True,20.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,FX,False,40.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,ICL,False,20.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,NoAudio,False,2.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,Tonmeister_1,False,40.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,Voice+FX,False,60.0,0
0,Reduce_the_harshness_in_the_vocals,Reduce the harshness in the vocals.,Music,Andrey Petrov - Картина мира.wav,Harsh,Voice,False,2.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,ICL,False,20.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,FX,False,60.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,Tonmeister_1,False,40.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,HiddenRef,True,40.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,Voice+FX,False,20.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,Voice,False,2.0,0
0,Reduce_how_heavy_the_music_feels,Reduce how heavy the music feels.,Music,"Floodplain Gold - Сказка вновь не стала былью (dark version, Udio).wav",Heavy,NoAudio,False,20.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,Voice,False,2.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,ICL,False,20.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,HiddenRef,True,20.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,NoAudio,False,2.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,Tonmeister_1,False,20.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,FX,False,2.0,0
0,Reduce_the_tinny_quality_in_the_recording,Reduce the tinny quality in the recording.,Audiobook,422-122949-0000.wav,Tinny,Voice+FX,False,2.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,HiddenRef,True,40.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,Tonmeister_1,False,50.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,NoAudio,False,20.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,FX,False,10.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,Voice,False,60.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,Voice+FX,False,2.0,0
0,Reduce_the_harshness_in_the_speakers_voice,Reduce the harshness in the speaker's voice.,Audiobook,251-137823-0001.wav,Harsh,ICL,False,30.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,NoAudio,False,40.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,FX,False,60.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,Voice,False,80.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,ICL,False,2.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,Voice+FX,False,2.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,HiddenRef,True,10.0,0
0,Reduce_the_harshness_in_the_high_frequencies,Reduce the harshness in the high frequencies.,Instrumental,Squire Tuck - Objects of Desire.wav,Harsh,Tonmeister_1,False,20.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,Voice,False,30.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,NoAudio,False,40.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,FX,False,40.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,ICL,False,20.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,HiddenRef,True,60.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,Tonmeister_1,False,40.0,0
0,Reduce_the_tinny_quality_in_the_sound,Reduce the tinny quality in the sound.,Instrumental,Blue Dot Sessions - Partly Sage.wav,Tinny,Voice+FX,False,60.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,Tonmeister_1,False,40.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,FX,False,30.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,HiddenRef,True,60.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,NoAudio,False,60.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,Voice+FX,False,40.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,ICL,False,80.0,0
0,Reduce_the_tinny_quality_in_the_voice,Reduce the tinny quality in the voice.,Movie,Sintel2.wav,Tinny,Voice,False,80.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,HiddenRef,True,40.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,Voice,False,80.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,FX,False,2.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,Tonmeister_1,False,40.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,NoAudio,False,60.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,ICL,False,40.0,0
0,Smooth_out_the_tone_of_the_voice,Smooth out the tone of the voice.,Audiobook,652-130737-0000.wav,Smooth,Voice+FX,False,2.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,NoAudio,False,20.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,Tonmeister_1,False,20.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,ICL,False,40.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,Voice,False,2.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,Voice+FX,False,2.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,HiddenRef,True,60.0,0
0,Reduce_the_sharpness_of_the_s_sounds,Reduce the sharpness of the 's' sounds.,Audiobook,1919-142785-0001.wav,Sibilance,FX,False,20.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,ICL,False,40.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,Voice,False,30.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,NoAudio,False,20.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,FX,False,2.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,HiddenRef,True,20.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,Voice+FX,False,60.0,0
0,Make_the_mix_sound_brighter,Make the mix sound brighter.,Instrumental,JBlanked - Hardwork (Instrumental).wav,Bright,Tonmeister_1,False,40.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,Tonmeister_1,False,40.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,ICL,False,60.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,FX,False,2.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,NoAudio,False,20.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,HiddenRef,True,40.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,Voice,False,60.0,0
0,Make_the_speech_sound_crisper_and_more_defined,Make the speech sound crisper and more defined.,Audiobook,777-126732-0025.wav,Crisp,Voice+FX,False,20.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,NoAudio,False,40.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,Tonmeister_1,False,40.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,Voice,False,60.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,ICL,False,2.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,HiddenRef,True,20.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,FX,False,60.0,0
0,Smooth_out_the_tone_of_the_instruments,Smooth out the tone of the instruments.,Instrumental,Maxim Novak - 09 Saudade Nostalgia.wav,Smooth,Voice+FX,False,2.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,FX,False,40.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,HiddenRef,True,60.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,ICL,False,60.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,Voice,False,2.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,Voice+FX,False,20.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,NoAudio,False,40.0,0
0,Give_the_low_end_more_weight_and_heaviness,Give the low end more weight and heaviness.,Instrumental,Mr Smith - B Bass.wav,Heavy,Tonmeister_1,False,40.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,FX,False,30.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,Voice,False,60.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,ICL,False,80.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,HiddenRef,True,40.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,Tonmeister_1,False,50.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,Voice+FX,False,60.0,0
0,Enhance_the_clarity_of_the_narrators_voice,Enhance the clarity of the narrator's voice.,Audiobook,84-121550-0000.wav,Clear,NoAudio,False,20.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,NoAudio,False,80.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,ICL,False,60.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,FX,False,40.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,Voice,False,2.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,HiddenRef,True,20.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,Voice+FX,False,10.0,0
0,Add_more_warmth_to_the_background_music,Add more warmth to the background music.,Music,Azavela Torres - Hija del Silencio.wav,Warm,Tonmeister_1,False,61.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,FX,False,0.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,ICL,False,50.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,NoAudio,False,40.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,Voice,False,49.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,Tonmeister_1,False,20.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,HiddenRef,True,20.0,0
101,Enhance_the_clarity_of_the_individual_instruments,Enhance the clarity of the individual instruments.,Instrumental,Raul Diaz Palomar - Maqbara (Créditos).wav,Clear,Voice+FX,False,40.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,Voice,False,0.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,NoAudio,False,10.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,HiddenRef,True,20.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,Tonmeister_1,False,39.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,ICL,False,20.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,Voice+FX,False,0.0,0
101,Add_more_warmth_to_the_overall_sound,Add more warmth to the overall sound.,Instrumental,Squire Tuck - Until The Bitter End.wav,Warm,FX,False,20.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,ICL,False,20.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,Voice,False,80.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,FX,False,80.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,NoAudio,False,0.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,Voice+FX,False,80.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,Tonmeister_1,False,0.0,0
101,Add_more_warmth_to_the_speakers_voice,Add more warmth to the speaker's voice.,Audiobook,1462-170145-0000.wav,Warm,HiddenRef,True,20.0,0
